TILENAME,RA,DEC,RAC1,RAC2,RAC3,RAC4,DECC1,DECC2,DECC3,DECC4,RACMIN,RACMAX,DECCMIN,DECCMAX,URAL,URAU,UDECL,UDECU,CROSSRAZERO,PIXELSCALE,NAXIS1,NAXIS2,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CD1_1,CD1_2,CD2_1,CD2_2
DES0003+0418,0.90848759,4.3,1.27457939,0.54239579,0.54204468,1.27493049,3.93468363,3.93468363,4.66514131,4.66514131,0.54204468,1.27493049,3.93468363,4.66514131,0.55053556,1.26643962,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,0.90848759,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0006+0418,1.62439165,4.3,1.99048345,1.25829985,1.25794875,1.99083456,3.93468363,3.93468363,4.66514131,4.66514131,1.25794875,1.99083456,3.93468363,4.66514131,1.26643962,1.98234368,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,1.62439165,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0009+0418,2.34029571,4.3,2.70638752,1.97420391,1.97385281,2.70673862,3.93468363,3.93468363,4.66514131,4.66514131,1.97385281,2.70673862,3.93468363,4.66514131,1.98234368,2.69824775,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,2.34029571,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0012+0418,3.05619978,4.3,3.42229158,2.69010798,2.68975687,3.42264268,3.93468363,3.93468363,4.66514131,4.66514131,2.68975687,3.42264268,3.93468363,4.66514131,2.69824775,3.41415181,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,3.05619978,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0015+0418,3.77210384,4.3,4.13819564,3.40601204,3.40566094,4.13854675,3.93468363,3.93468363,4.66514131,4.66514131,3.40566094,4.13854675,3.93468363,4.66514131,3.41415181,4.13005587,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,3.77210384,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0017+0418,4.4880079,4.3,4.8540997,4.1219161,4.121565,4.85445081,3.93468363,3.93468363,4.66514131,4.66514131,4.121565,4.85445081,3.93468363,4.66514131,4.13005587,4.84595994,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,4.4880079,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0020+0418,5.20391197,4.3,5.57000377,4.83782017,4.83746906,5.57035487,3.93468363,3.93468363,4.66514131,4.66514131,4.83746906,5.57035487,3.93468363,4.66514131,4.84595994,5.561864,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,5.20391197,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0023+0418,5.91981603,4.3,6.28590783,5.55372423,5.55337313,6.28625894,3.93468363,3.93468363,4.66514131,4.66514131,5.55337313,6.28625894,3.93468363,4.66514131,5.561864,6.27776806,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,5.91981603,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0026+0418,6.63572009,4.3,7.00181189,6.26962829,6.26927719,7.002163,3.93468363,3.93468363,4.66514131,4.66514131,6.26927719,7.002163,3.93468363,4.66514131,6.27776806,6.99367213,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,6.63572009,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0029+0418,7.35162416,4.3,7.71771596,6.98553236,6.98518125,7.71806706,3.93468363,3.93468363,4.66514131,4.66514131,6.98518125,7.71806706,3.93468363,4.66514131,6.99367213,7.70957619,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,7.35162416,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0032+0418,8.06752822,4.3,8.43362002,7.70143642,7.70108532,8.43397113,3.93468363,3.93468363,4.66514131,4.66514131,7.70108532,8.43397113,3.93468363,4.66514131,7.70957619,8.42548025,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,8.06752822,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0035+0418,8.78343228,4.3,9.14952408,8.41734048,8.41698938,9.14987519,3.93468363,3.93468363,4.66514131,4.66514131,8.41698938,9.14987519,3.93468363,4.66514131,8.42548025,9.14138432,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,8.78343228,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0037+0418,9.49933635,4.3,9.86542815,9.13324455,9.13289344,9.86577925,3.93468363,3.93468363,4.66514131,4.66514131,9.13289344,9.86577925,3.93468363,4.66514131,9.14138432,9.85728838,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,9.49933635,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0040+0418,10.21524041,4.3,10.58133221,9.84914861,9.84879751,10.58168331,3.93468363,3.93468363,4.66514131,4.66514131,9.84879751,10.58168331,3.93468363,4.66514131,9.85728838,10.57319244,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,10.21524041,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0043+0418,10.93114447,4.3,11.29723627,10.56505267,10.56470157,11.29758738,3.93468363,3.93468363,4.66514131,4.66514131,10.56470157,11.29758738,3.93468363,4.66514131,10.57319244,11.28909651,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,10.93114447,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0046+0418,11.64704854,4.3,12.01314034,11.28095674,11.28060563,12.01349144,3.93468363,3.93468363,4.66514131,4.66514131,11.28060563,12.01349144,3.93468363,4.66514131,11.28909651,12.00500057,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,11.64704854,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0049+0418,12.3629526,4.3,12.7290444,11.9968608,11.9965097,12.7293955,3.93468363,3.93468363,4.66514131,4.66514131,11.9965097,12.7293955,3.93468363,4.66514131,12.00500057,12.72090463,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,12.3629526,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0052+0418,13.07885666,4.3,13.44494846,12.71276486,12.71241376,13.44529957,3.93468363,3.93468363,4.66514131,4.66514131,12.71241376,13.44529957,3.93468363,4.66514131,12.72090463,13.43680869,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,13.07885666,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0055+0418,13.79476073,4.3,14.16085253,13.42866893,13.42831782,14.16120363,3.93468363,3.93468363,4.66514131,4.66514131,13.42831782,14.16120363,3.93468363,4.66514131,13.43680869,14.15271276,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,13.79476073,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0058+0418,14.51066479,4.3,14.87675659,14.14457299,14.14422189,14.87710769,3.93468363,3.93468363,4.66514131,4.66514131,14.14422189,14.87710769,3.93468363,4.66514131,14.15271276,14.86861682,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,14.51066479,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0100+0418,15.22656885,4.3,15.59266065,14.86047705,14.86012595,15.59301176,3.93468363,3.93468363,4.66514131,4.66514131,14.86012595,15.59301176,3.93468363,4.66514131,14.86861682,15.58452088,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,15.22656885,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0103+0418,15.94247292,4.3,16.30856472,15.57638112,15.57603001,16.30891582,3.93468363,3.93468363,4.66514131,4.66514131,15.57603001,16.30891582,3.93468363,4.66514131,15.58452088,16.30042495,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,15.94247292,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0106+0418,16.65837698,4.3,17.02446878,16.29228518,16.29193408,17.02481988,3.93468363,3.93468363,4.66514131,4.66514131,16.29193408,17.02481988,3.93468363,4.66514131,16.30042495,17.01632901,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,16.65837698,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0109+0418,17.37428104,4.3,17.74037284,17.00818924,17.00783814,17.74072395,3.93468363,3.93468363,4.66514131,4.66514131,17.00783814,17.74072395,3.93468363,4.66514131,17.01632901,17.73223307,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,17.37428104,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0112+0418,18.09018511,4.3,18.45627691,17.72409331,17.7237422,18.45662801,3.93468363,3.93468363,4.66514131,4.66514131,17.7237422,18.45662801,3.93468363,4.66514131,17.73223307,18.44813714,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,18.09018511,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0115+0418,18.80608917,4.3,19.17218097,18.43999737,18.43964626,19.17253207,3.93468363,3.93468363,4.66514131,4.66514131,18.43964626,19.17253207,3.93468363,4.66514131,18.44813714,19.1640412,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,18.80608917,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0118+0418,19.52199323,4.3,19.88808503,19.15590143,19.15555033,19.88843614,3.93468363,3.93468363,4.66514131,4.66514131,19.15555033,19.88843614,3.93468363,4.66514131,19.1640412,19.87994526,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,19.52199323,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0120+0418,20.2378973,4.3,20.6039891,19.8718055,19.87145439,20.6043402,3.93468363,3.93468363,4.66514131,4.66514131,19.87145439,20.6043402,3.93468363,4.66514131,19.87994526,20.59584933,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,20.2378973,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0123+0418,20.95380136,4.3,21.31989316,20.58770956,20.58735845,21.32024426,3.93468363,3.93468363,4.66514131,4.66514131,20.58735845,21.32024426,3.93468363,4.66514131,20.59584933,21.31175339,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,20.95380136,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0126+0418,21.66970542,4.3,22.03579722,21.30361362,21.30326252,22.03614833,3.93468363,3.93468363,4.66514131,4.66514131,21.30326252,22.03614833,3.93468363,4.66514131,21.31175339,22.02765745,3.94305556,4.65694444,N,0.26300001,10000,10000,5000.5,5000.5,21.66970542,4.3,-7.306e-05,0.0,0.0,7.306e-05
DES0249+0335,42.32152797,3.58611111,42.68733467,41.95572126,41.95542886,42.68762707,3.2208093,3.2208093,3.95126701,3.95126701,41.95542886,42.68762707,3.2208093,3.95126701,41.96388322,42.67917271,3.22916667,3.94305556,N,0.26300001,10000,10000,5000.5,5000.5,42.32152797,3.58611111,-7.306e-05,0.0,0.0,7.306e-05
DES0252+0335,43.03681745,3.58611111,43.40262416,42.67101074,42.67071834,43.40291655,3.2208093,3.2208093,3.95126701,3.95126701,42.67071834,43.40291655,3.2208093,3.95126701,42.67917271,43.39446219,3.22916667,3.94305556,N,0.26300001,10000,10000,5000.5,5000.5,43.03681745,3.58611111,-7.306e-05,0.0,0.0,7.306e-05
DES0255+0335,43.75210693,3.58611111,44.11791364,43.38630022,43.38600783,44.11820604,3.2208093,3.2208093,3.95126701,3.95126701,43.38600783,44.11820604,3.2208093,3.95126701,43.39446219,44.10975167,3.22916667,3.94305556,N,0.26300001,10000,10000,5000.5,5000.5,43.75210693,3.58611111,-7.306e-05,0.0,0.0,7.306e-05
DES0257+0335,44.46739641,3.58611111,44.83320312,44.1015897,44.10129731,44.83349552,3.2208093,3.2208093,3.95126701,3.95126701,44.10129731,44.83349552,3.2208093,3.95126701,44.10975167,44.82504116,3.22916667,3.94305556,N,0.26300001,10000,10000,5000.5,5000.5,44.46739641,3.58611111,-7.306e-05,0.0,0.0,7.306e-05
DES0300+0335,45.1826859,3.58611111,45.54849261,44.81687919,44.81658679,45.548785,3.2208093,3.2208093,3.95126701,3.95126701,44.81658679,45.548785,3.2208093,3.95126701,44.82504116,45.54033064,3.22916667,3.94305556,N,0.26300001,10000,10000,5000.5,5000.5,45.1826859,3.58611111,-7.306e-05,0.0,0.0,7.306e-05
DES0004+0543,1.09652064,5.72777778,1.46335501,0.72968627,0.72921688,1.4638244,5.36243221,5.36243221,6.09288982,6.09288982,0.72921688,1.4638244,5.36243221,6.09288982,0.73778514,1.45525614,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,1.09652064,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0007+0543,1.81399165,5.72777778,2.18082602,1.44715727,1.44668788,2.18129541,5.36243221,5.36243221,6.09288982,6.09288982,1.44668788,2.18129541,5.36243221,6.09288982,1.45525614,2.17272715,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,1.81399165,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0010+0543,2.53146265,5.72777778,2.89829702,2.16462828,2.16415889,2.89876642,5.36243221,5.36243221,6.09288982,6.09288982,2.16415889,2.89876642,5.36243221,6.09288982,2.17272715,2.89019815,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,2.53146265,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0012+0543,3.24893366,5.72777778,3.61576803,2.88209929,2.88162989,3.61623742,5.36243221,5.36243221,6.09288982,6.09288982,2.88162989,3.61623742,5.36243221,6.09288982,2.89019815,3.60766916,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,3.24893366,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0018+0543,4.68387567,5.72777778,5.05071004,4.3170413,4.3165719,5.05117943,5.36243221,5.36243221,6.09288982,6.09288982,4.3165719,5.05117943,5.36243221,6.09288982,4.32514016,5.04261117,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,4.68387567,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0021+0543,5.40134667,5.72777778,5.76818104,5.0345123,5.03404291,5.76865044,5.36243221,5.36243221,6.09288982,6.09288982,5.03404291,5.76865044,5.36243221,6.09288982,5.04261117,5.76008218,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,5.40134667,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0024+0543,6.11881768,5.72777778,6.48565205,5.75198331,5.75151391,6.48612144,5.36243221,5.36243221,6.09288982,6.09288982,5.75151391,6.48612144,5.36243221,6.09288982,5.76008218,6.47755318,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,6.11881768,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0027+0543,6.83628868,5.72777778,7.20312305,6.46945431,6.46898492,7.20359245,5.36243221,5.36243221,6.09288982,6.09288982,6.46898492,7.20359245,5.36243221,6.09288982,6.47755318,7.19502419,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,6.83628868,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0033+0543,8.27123069,5.72777778,8.63806506,7.90439632,7.90392693,8.63853446,5.36243221,5.36243221,6.09288982,6.09288982,7.90392693,8.63853446,5.36243221,6.09288982,7.91249519,8.6299662,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,8.27123069,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0035+0543,8.9887017,5.72777778,9.35553607,8.62186733,8.62139794,9.35600546,5.36243221,5.36243221,6.09288982,6.09288982,8.62139794,9.35600546,5.36243221,6.09288982,8.6299662,9.3474372,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,8.9887017,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0038+0543,9.7061727,5.72777778,10.07300708,9.33933833,9.33886894,10.07347647,5.36243221,5.36243221,6.09288982,6.09288982,9.33886894,10.07347647,5.36243221,6.09288982,9.3474372,10.06490821,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,9.7061727,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0041+0543,10.42364371,5.72777778,10.79047808,10.05680934,10.05633995,10.79094747,5.36243221,5.36243221,6.09288982,6.09288982,10.05633995,10.79094747,5.36243221,6.09288982,10.06490821,10.78237921,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,10.42364371,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0047+0543,11.85858572,5.72777778,12.22542009,11.49175135,11.49128196,12.22588948,5.36243221,5.36243221,6.09288982,6.09288982,11.49128196,12.22588948,5.36243221,6.09288982,11.49985022,12.21732122,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,11.85858572,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0050+0543,12.57605673,5.72777778,12.9428911,12.20922236,12.20875296,12.94336049,5.36243221,5.36243221,6.09288982,6.09288982,12.20875296,12.94336049,5.36243221,6.09288982,12.21732122,12.93479223,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,12.57605673,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0053+0543,13.29352773,5.72777778,13.6603621,12.92669336,12.92622397,13.6608315,5.36243221,5.36243221,6.09288982,6.09288982,12.92622397,13.6608315,5.36243221,6.09288982,12.93479223,13.65226323,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,13.29352773,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0056+0543,14.01099874,5.72777778,14.37783311,13.64416437,13.64369497,14.3783025,5.36243221,5.36243221,6.09288982,6.09288982,13.64369497,14.3783025,5.36243221,6.09288982,13.65226323,14.36973424,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,14.01099874,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0058+0543,14.72846974,5.72777778,15.09530411,14.36163537,14.36116598,15.09577351,5.36243221,5.36243221,6.09288982,6.09288982,14.36116598,15.09577351,5.36243221,6.09288982,14.36973424,15.08720524,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,14.72846974,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0101+0543,15.44594075,5.72777778,15.81277512,15.07910638,15.07863698,15.81324451,5.36243221,5.36243221,6.09288982,6.09288982,15.07863698,15.81324451,5.36243221,6.09288982,15.08720524,15.80467625,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,15.44594075,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0104+0543,16.16341175,5.72777778,16.53024612,15.79657738,15.79610799,16.53071552,5.36243221,5.36243221,6.09288982,6.09288982,15.79610799,16.53071552,5.36243221,6.09288982,15.80467625,16.52214726,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,16.16341175,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0113+0543,18.31582477,5.72777778,18.68265914,17.9489904,17.948521,18.68312853,5.36243221,5.36243221,6.09288982,6.09288982,17.948521,18.68312853,5.36243221,6.09288982,17.95708927,18.67456027,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,18.31582477,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0116+0543,19.03329577,5.72777778,19.40013014,18.6664614,18.66599201,19.40059954,5.36243221,5.36243221,6.09288982,6.09288982,18.66599201,19.40059954,5.36243221,6.09288982,18.67456027,19.39203128,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,19.03329577,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0119+0543,19.75076678,5.72777778,20.11760115,19.38393241,19.38346302,20.11807054,5.36243221,5.36243221,6.09288982,6.09288982,19.38346302,20.11807054,5.36243221,6.09288982,19.39203128,20.10950228,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,19.75076678,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0121+0543,20.46823778,5.72777778,20.83507216,20.10140341,20.10093402,20.83554155,5.36243221,5.36243221,6.09288982,6.09288982,20.10093402,20.83554155,5.36243221,6.09288982,20.10950228,20.82697329,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,20.46823778,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0124+0543,21.18570879,5.72777778,21.55254316,20.81887442,20.81840503,21.55301255,5.36243221,5.36243221,6.09288982,6.09288982,20.81840503,21.55301255,5.36243221,6.09288982,20.82697329,21.54444429,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,21.18570879,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0127+0543,21.9031798,5.72777778,22.27001417,21.53634542,21.53587603,22.27048356,5.36243221,5.36243221,6.09288982,6.09288982,21.53587603,22.27048356,5.36243221,6.09288982,21.54444429,22.2619153,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,21.9031798,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0130+0543,22.6206508,5.72777778,22.98748517,22.25381643,22.25334704,22.98795456,5.36243221,5.36243221,6.09288982,6.09288982,22.25334704,22.98795456,5.36243221,6.09288982,22.2619153,22.9793863,5.37083333,6.08472222,N,0.26300001,10000,10000,5000.5,5000.5,22.6206508,5.72777778,-7.306e-05,0.0,0.0,7.306e-05
DES0038+0500,9.5952983,5.01388889,9.96173257,9.22886404,9.22845395,9.96214265,4.64855793,4.64855793,5.37901558,5.37901558,9.22845395,9.96214265,4.64855793,5.37901558,9.23698278,9.95361382,4.65694444,5.37083333,N,0.26300001,10000,10000,5000.5,5000.5,9.5952983,5.01388889,-7.306e-05,0.0,0.0,7.306e-05
DES0041+0500,10.31192935,5.01388889,10.67836361,9.94549508,9.94508499,10.6787737,4.64855793,4.64855793,5.37901558,5.37901558,9.94508499,10.6787737,4.64855793,5.37901558,9.95361382,10.67024487,4.65694444,5.37083333,N,0.26300001,10000,10000,5000.5,5000.5,10.31192935,5.01388889,-7.306e-05,0.0,0.0,7.306e-05
DES0044+0500,11.0285604,5.01388889,11.39499466,10.66212613,10.66171604,11.39540475,4.64855793,4.64855793,5.37901558,5.37901558,10.66171604,11.39540475,4.64855793,5.37901558,10.67024487,11.38687592,4.65694444,5.37083333,N,0.26300001,10000,10000,5000.5,5000.5,11.0285604,5.01388889,-7.306e-05,0.0,0.0,7.306e-05
DES0046+0500,11.74519144,5.01388889,12.11162571,11.37875718,11.37834709,12.1120358,4.64855793,4.64855793,5.37901558,5.37901558,11.37834709,12.1120358,4.64855793,5.37901558,11.38687592,12.10350697,4.65694444,5.37083333,N,0.26300001,10000,10000,5000.5,5000.5,11.74519144,5.01388889,-7.306e-05,0.0,0.0,7.306e-05
