DEC1,DEC2,DEC3,DEC4,DEC_CENT,RA1,RA2,RA3,RA4,RA_CENT,TILENAME
-61.02702272,-61.02702272,-60.29661194,-60.29661194,-60.66388889,0.26686827,358.75886181,358.77577304,0.24995705,359.51286504,DES2358-6039
-38.18376523,-38.18376523,-37.45331641,-37.45331641,-37.81944444,0.41409489,359.48479336,359.48936886,0.4095194,359.94944413,DES2359-3749
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,327.51532587,326.78417765,326.78435055,327.51515297,327.14975176,DES2148-0207
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,328.13652757,326.38775031,326.41127523,328.11300266,327.26213894,DES2149-6456
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,311.38835775,310.362314,310.36864477,311.38202697,310.87533587,DES2043-4414
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,312.30543933,311.2532068,311.2600288,312.29861733,311.77932307,DES2047-4540
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,330.37284651,329.6416983,329.64187119,330.37267362,330.00727241,DES2200-0207
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,331.08827269,330.35745708,330.35728147,331.0884483,330.72286488,DES2202+0209
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,331.12265768,330.04217606,330.04953718,331.11529656,330.58241687,DES2202-4706
-0.34856255,-0.34856255,0.38189521,0.38189521,0.01666667,21.02079567,20.29032438,20.29032303,21.02079702,20.65556003,DES0122+0001
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,21.09597194,20.36515634,20.36498072,21.09614756,20.73056414,DES0122+0209
-1.06243694,-1.06243694,-0.33197917,-0.33197917,-0.69722222,21.02867047,20.29808711,20.29814378,21.0286138,20.66337879,DES0122-0041
-20.33702706,-20.33702706,-19.60657126,-19.60657126,-19.97222222,20.96984299,20.19082404,20.19262455,20.96804247,20.58033351,DES0122-1958
-28.1896124,-28.1896124,-27.45915877,-27.45915877,-27.825,21.16046184,20.33170281,20.33448175,21.1576829,20.74608233,DES0122-2749
4.64855793,4.64855793,5.37901558,5.37901558,5.01388889,4.22868418,3.49581565,3.49540557,4.22909427,3.86224992,DES0015+0500
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,319.90919619,318.8703037,318.87687448,319.90262541,319.38974995,DES2117-4457
-5.34568293,-5.34568293,-4.61522528,-4.61522528,-4.98055556,4.22455389,3.49090525,3.49131258,4.22414657,3.85772957,DES0015-0458
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,320.03498871,318.96890146,318.97598664,320.02790353,319.50194509,DES2118-4623
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,320.47960598,318.93676323,318.95457528,320.46179393,319.70818461,DES2118-6122
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,320.66594509,319.69749755,319.70277378,320.66066885,320.18172132,DES2120-4040
-32.4728288,-32.4728288,-31.74237688,-31.74237688,-32.10833333,4.7696783,3.90384164,3.90729115,4.76622878,4.33675997,DES0017-3206
-28.1896124,-28.1896124,-27.45915877,-27.45915877,-27.825,5.01602179,4.18726276,4.1900417,5.01324285,4.60164228,DES0018-2749
-31.04509115,-31.04509115,-30.31463861,-30.31463861,-30.68055556,5.07479716,4.22221522,4.22542748,5.0715849,4.64850619,DES0018-3040
0.36531183,0.36531183,1.09576959,1.09576959,0.73055556,5.32254874,4.59207613,4.59201675,5.32260812,4.95731243,DES0019+0043
-7.48730553,-7.48730553,-6.756848,-6.756848,-7.12222222,5.29838767,4.5616482,4.56223454,5.29780133,4.93001794,DES0019-0707
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,321.06991766,320.00383042,320.01091559,321.06283249,320.53687404,DES2122-4623
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,321.25933452,320.16389212,320.17154286,321.25168378,320.71161332,DES2122-4748
-37.46989959,-37.46989959,-36.73945032,-36.73945032,-37.10555556,5.86830036,4.94794572,4.95236227,5.86388381,5.40812304,DES0021-3706
-39.61149511,-39.61149511,-38.88104725,-38.88104725,-39.24722222,5.81371189,4.86553555,4.87044766,5.80879978,5.33962372,DES0021-3914
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,321.35372882,320.32768508,320.33401585,321.34739805,320.84070695,DES2123-4414
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,321.5002701,320.44803757,320.45485957,321.4934481,320.97415383,DES2123-4540
-0.34856255,-0.34856255,0.38189521,0.38189521,0.01666667,6.02912837,5.29865708,5.29865573,6.02912972,5.66389272,DES0022+0001
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,6.09366217,5.36284656,5.36267095,6.09383778,5.72825436,DES0022+0209
-1.77631131,-1.77631131,-1.04585356,-1.04585356,-1.41111111,6.05679707,5.32598812,5.32610286,6.05668234,5.6913926,DES0022-0124
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,321.9269121,320.8880196,320.89459039,321.92034132,321.40746585,DES2125-4457
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,322.64232263,321.65208994,321.65776124,322.63665133,322.14720628,DES2128-4206
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,322.78304142,321.30810903,321.32418249,322.76696796,322.04557523,DES2128-5957
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,322.97972681,322.02159645,322.02668698,322.97463628,322.50066163,DES2130-3957
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,323.06698366,322.0878407,322.09331036,323.061514,322.57741218,DES2130-4123
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,323.13977557,322.07368833,322.0807735,323.1326904,322.60673195,DES2130-4623
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,323.46015162,321.91730887,321.93512092,323.44233957,322.68873025,DES2130-6122
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,323.34680304,322.32075929,322.32709006,323.34047226,322.83378116,DES2131-4414
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,323.38545607,322.29001367,322.29766441,323.37780533,322.83773487,DES2131-4748
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,6.80805787,6.07724226,6.07706665,6.80823348,6.44265007,DES0025+0209
-1.06243694,-1.06243694,-0.33197917,-0.33197917,-0.69722222,6.7498355,6.01925213,6.0193088,6.74977883,6.38454382,DES0025-0041
-7.48730553,-7.48730553,-6.756848,-6.756848,-7.12222222,6.73726796,6.00052849,6.00111483,6.73668162,6.36889822,DES0025-0707
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,323.54356582,322.49133329,322.49815529,323.53674382,323.01744956,DES2132-4540
3.93468363,3.93468363,4.66514131,4.66514131,4.3,7.00181189,6.26962829,6.26927719,7.002163,6.63572009,DES0026+0418
-26.76187147,-26.76187147,-26.03141737,-26.03141737,-26.39722222,7.06268775,6.24459977,6.24717997,7.06010755,6.65364376,DES0026-2623
-63.88230631,-63.88230631,-63.15190835,-63.15190835,-63.51944444,323.86052027,322.20115859,322.22212145,323.83955741,323.03083943,DES2132-6331
-1.06243694,-1.06243694,-0.33197917,-0.33197917,-0.69722222,7.46377725,6.73319388,6.73325055,7.46372058,7.09848557,DES0028-0041
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,324.20866492,322.73373252,322.74980598,324.19259146,323.47119872,DES2133-5957
-1.77631131,-1.77631131,-1.04585356,-1.04585356,-1.41111111,7.48500798,6.75419903,6.75431377,7.48489324,7.11960351,DES0028-0124
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,324.76940948,323.64222989,323.65050477,324.7611346,324.20581968,DES2136-4914
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,324.65871136,323.92789575,323.92772013,324.65888697,324.29330355,DES2137+0209
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,324.97008015,323.99093719,323.99640685,324.96461048,324.48050867,DES2137-4123
-36.04216701,-36.04216701,-35.31171689,-35.31171689,-35.67777778,7.72970363,6.82632166,6.83043735,7.72558794,7.27801265,DES0029-3540
-61.02702272,-61.02702272,-60.29661194,-60.29661194,-60.66388889,325.29602756,323.78802111,323.80493233,325.27911634,324.54202433,DES2138-6039
-63.88230631,-63.88230631,-63.15190835,-63.15190835,-63.51944444,325.46154825,323.80218657,323.82314943,325.44058539,324.63186741,DES2138-6331
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,325.52888628,324.53865359,324.54432489,325.52321498,325.03376993,DES2140-4206
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,325.72472622,324.71106186,324.71716314,325.71862495,325.21789404,DES2140-4331
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,325.86287214,324.73569255,324.74396743,325.85459726,325.29928234,DES2141-4914
-62.45467101,-62.45467101,-61.72426615,-61.72426615,-62.09166667,326.12183269,324.54225521,324.56103769,326.10305021,325.33204395,DES2141-6205
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,326.08656555,325.35541733,325.35559023,326.08639265,325.72099144,DES2142-0207
-28.90348249,-28.90348249,-28.17302911,-28.17302911,-28.53888889,8.86952825,8.03513261,8.03801517,8.86664569,8.45233043,DES0033-2832
-33.90056516,-33.90056516,-33.17011392,-33.17011392,-33.53611111,8.79379462,7.91372952,7.91743208,8.79009206,8.35376207,DES0033-3332
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,326.87317663,325.89403367,325.89950334,326.86770697,326.38360515,DES2145-4123
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,326.9277583,325.84727667,325.8546378,326.92039717,326.38751748,DES2145-4706
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,327.0599119,325.58497951,325.60105297,327.04383844,326.3224457,DES2145-5957
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,327.45326204,326.46302936,326.46870065,327.44759075,326.9581457,DES2147-4206
-62.45467101,-62.45467101,-61.72426615,-61.72426615,-62.09166667,327.64704614,326.06746866,326.08625115,327.62826366,326.8572574,DES2147-6205
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,327.51629417,326.78547856,326.78530295,327.51646978,327.15088637,DES2148+0209
-39.61149511,-39.61149511,-38.88104725,-38.88104725,-39.24722222,0.28271452,359.33453818,359.33945029,0.27780241,359.80862635,DES2359-3914
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,0.2351477,359.27701733,359.28210786,0.23005717,359.75608251,DES2359-3957
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,327.63665442,326.67852406,326.68361459,327.63156389,327.15758924,DES2148-3957
-63.88230631,-63.88230631,-63.15190835,-63.15190835,-63.51944444,0.68416383,359.02480215,359.04576501,0.66320097,359.85448299,DES2359-6331
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,328.94408619,328.21293798,328.21311087,328.94391329,328.57851208,DES2154-0207
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,329.4212429,327.87840015,327.8962122,329.40343085,328.64982153,DES2154-6122
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,329.82240302,328.07362576,328.09715068,329.79887811,328.94801439,DES2155-6456
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,311.53796906,309.99512631,310.01293836,311.52015701,310.76654768,DES2043-6122
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,316.0217082,314.89452861,314.90280349,316.01343333,315.45811841,DES2101-4914
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,331.36219651,330.40406614,330.40915667,331.35710598,330.88313133,DES2203-3957
-30.33122188,-30.33122188,-29.60076905,-29.60076905,-29.96666667,20.90170832,20.05540765,20.0585067,20.89860927,20.47855798,DES0121-2958
0.36531183,0.36531183,1.09576959,1.09576959,0.73055556,21.02938107,20.29890845,20.29884908,21.02944045,20.66414476,DES0122+0043
1.07918621,1.07918621,1.80964397,1.80964397,1.44444444,21.05443334,20.32384598,20.32372853,21.05455079,20.68913966,DES0122+0126
-22.47864352,-22.47864352,-21.7481882,-21.7481882,-22.11388889,20.96394456,20.17342386,20.17546618,20.96190225,20.56868421,DES0122-2206
-38.18376523,-38.18376523,-37.45331641,-37.45331641,-37.81944444,21.19959718,20.27029565,20.27487114,21.19502169,20.73494641,DES0122-3749
2.50693495,2.50693495,3.23739268,3.23739268,2.87222222,21.15402917,20.42287163,20.42263771,21.15426308,20.7884504,DES0123+0252
-6.05955717,-6.05955717,-5.32909956,-5.32909956,-5.69444444,21.54681179,20.81224975,20.81271637,21.54634517,21.17953077,DES0124-0541
-21.05089938,-21.05089938,-20.32044373,-20.32044373,-20.68611111,21.46019431,20.67750013,20.67937951,21.45831493,21.06884722,DES0124-2041
-23.19251533,-23.19251533,-22.4620602,-22.4620602,-22.82777778,21.51149016,20.71681091,20.7189375,21.50936357,21.11415054,DES0124-2249
-63.16849041,-63.16849041,-62.43808887,-62.43808887,-62.80555556,22.03063207,20.41227069,20.43210064,22.01080213,21.22145138,DES0124-6248
1.79306059,1.79306059,2.52351833,2.52351833,2.15833333,21.81036765,21.07955204,21.07937643,21.81054326,21.44495984,DES0125+0209
-1.77631131,-1.77631131,-1.04585356,-1.04585356,-1.41111111,21.76711705,21.0363081,21.03642284,21.76700231,21.40171258,DES0125-0124
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,21.80821811,21.0770699,21.0772428,21.80804522,21.44264401,DES0125-0207
-15.33991697,-15.33991697,-14.60946027,-14.60946027,-14.975,21.79268175,21.03523845,21.03652773,21.79139247,21.4139601,DES0125-1458
-16.76766334,-16.76766334,-16.03720686,-16.03720686,-16.40277778,21.79871069,21.03581609,21.03724494,21.79728185,21.41726339,DES0125-1624
-25.33412964,-25.33412964,-24.60367509,-24.60367509,-24.96944444,21.71571636,20.9075327,20.90992455,21.71332451,21.31162453,DES0125-2458
-4.63180866,-4.63180866,-3.90135098,-3.90135098,-4.26666667,22.03148309,21.29863195,21.2989803,22.03113473,21.66505752,DES0126-0416
-5.34568293,-5.34568293,-4.61522528,-4.61522528,-4.98055556,22.13941873,21.40577009,21.40617741,22.1390114,21.77259441,DES0127-0458
-18.90928198,-18.90928198,-18.17882589,-18.17882589,-18.54444444,22.31007641,21.53794854,21.53959611,22.30842884,21.92401248,DES0127-1832
-0.34856255,-0.34856255,0.38189521,0.38189521,0.01666667,22.4485735,21.71810222,21.71810087,22.44857486,22.08333786,DES0128+0001
1.07918621,1.07918621,1.80964397,1.80964397,1.44444444,22.48266496,21.7520776,21.75196015,22.48278241,22.11737128,DES0128+0126
2.50693495,2.50693495,3.23739268,3.23739268,2.87222222,22.58360282,21.85244528,21.85221137,22.58383673,22.21802405,DES0128+0252
-16.76766334,-16.76766334,-16.03720686,-16.03720686,-16.40277778,22.54288736,21.77999275,21.7814216,22.54145851,22.16144006,DES0128-1624
-31.04509115,-31.04509115,-30.31463861,-30.31463861,-30.68055556,22.50645114,21.6538692,21.65708146,22.50323888,22.08016017,DES0128-3040
-35.32830011,-35.32830011,-34.5978496,-34.5978496,-34.96388889,22.59458525,21.69925106,21.70322424,22.59061208,22.14691816,DES0128-3457
-3.91793436,-3.91793436,-3.18747665,-3.18747665,-3.55277778,22.6556132,21.92344429,21.92373395,22.65532355,22.28952875,DES0129-0333
-5.34568293,-5.34568293,-4.61522528,-4.61522528,-4.98055556,22.85601332,22.12236468,22.12277201,22.85560599,22.489189,DES0129-0458
-24.6202584,-24.6202584,-23.88980365,-23.88980365,-24.25555556,22.6743152,21.87080871,21.87310995,22.67201396,22.27256195,DES0129-2415
-28.1896124,-28.1896124,-27.45915877,-27.45915877,-27.825,22.77490585,21.94614682,21.94892576,22.77212691,22.36052633,DES0129-2749
-13.19829664,-13.19829664,-12.46783964,-12.46783964,-12.83333333,23.00537601,22.25509995,22.25618788,23.00428808,22.63023798,DES0130-1250
-1.77631131,-1.77631131,-1.04585356,-1.04585356,-1.41111111,23.19532796,22.46451901,22.46463375,23.19521322,22.82992348,DES0131-0124
-3.20406003,-3.20406003,-2.4736023,-2.4736023,-2.83888889,23.29547952,22.5638781,22.56410929,23.29524833,22.92967881,DES0131-0250
-6.77343137,-6.77343137,-6.0429738,-6.0429738,-6.40833333,23.12442552,22.38883348,22.38935975,23.12389925,22.7566295,DES0131-0624
-31.04509115,-31.04509115,-30.31463861,-30.31463861,-30.68055556,23.3365299,22.48394796,22.48716022,23.33331764,22.91023893,DES0131-3040
-33.18669715,-33.18669715,-32.45624556,-32.45624556,-32.82222222,23.32383363,22.45100848,22.45458244,23.32025968,22.88742106,DES0131-3249
-33.90056516,-33.90056516,-33.17011392,-33.17011392,-33.53611111,23.35355568,22.47349058,22.47719314,23.34985312,22.91352313,DES0131-3332
-8.20117964,-8.20117964,-7.47072216,-7.47072216,-7.83611111,23.46169383,22.72368861,22.72433548,23.46104696,23.09269122,DES0132-0750
-28.90348249,-28.90348249,-28.17302911,-28.17302911,-28.53888889,23.49684954,22.6624539,22.66533645,23.49396698,23.07965172,DES0132-2832
-8.9150537,-8.9150537,-8.18459627,-8.18459627,-8.55,23.65647375,22.91708342,22.91779135,23.65576582,23.28677858,DES0133-0833
-17.48153635,-17.48153635,-16.75107999,-16.75107999,-17.11666667,23.69418674,22.92835776,22.92985819,23.69268631,23.31127225,DES0133-1707
-23.19251533,-23.19251533,-22.4620602,-22.4620602,-22.82777778,23.83515769,23.04047844,23.04260503,23.83303111,23.43781807,DES0133-2249
-38.18376523,-38.18376523,-37.45331641,-37.45331641,-37.81944444,23.91074965,22.98144812,22.98602361,23.90617416,23.44609889,DES0133-3749
-1.77631131,-1.77631131,-1.04585356,-1.04585356,-1.41111111,23.90943341,23.17862446,23.1787392,23.90931867,23.54402894,DES0134-0124
-3.91793436,-3.91793436,-3.18747665,-3.18747665,-3.55277778,24.08614025,23.35397134,23.354261,24.0858506,23.7200558,DES0134-0333
-11.77054929,-11.77054929,-11.04009213,-11.04009213,-11.40555556,23.88541959,23.1392719,23.14023019,23.88446131,23.51234575,DES0134-1124
-16.76766334,-16.76766334,-16.03720686,-16.03720686,-16.40277778,24.0312407,23.26834609,23.26977494,24.02981185,23.64979339,DES0134-1624
-18.19540923,-18.19540923,-17.464953,-17.464953,-17.83055556,24.1213865,23.35248066,23.35405397,24.11981318,23.73693358,DES0134-1749
-20.33702706,-20.33702706,-19.60657126,-19.60657126,-19.97222222,24.00812597,23.22910702,23.23090753,24.00632545,23.61861649,DES0134-1958
-25.33412964,-25.33412964,-24.60367509,-24.60367509,-24.96944444,24.0781969,23.27001325,23.27240509,24.07580506,23.67410508,DES0134-2458
-32.4728288,-32.4728288,-31.74237688,-31.74237688,-32.10833333,24.15406961,23.28823295,23.29168246,24.1506201,23.72115128,DES0134-3206
-38.89763041,-38.89763041,-38.16718206,-38.16718206,-38.53333333,24.07040721,23.131836,23.13657656,24.06566665,23.60112161,DES0134-3832
3.93468363,3.93468363,4.66514131,4.66514131,4.3,24.18350941,23.45132581,23.45097471,24.18386052,23.81741761,DES0135+0418
-4.63180866,-4.63180866,-3.90135098,-3.90135098,-4.26666667,24.1791017,23.44625056,23.44659891,24.17875334,23.81267613,DES0135-0416
-5.34568293,-5.34568293,-4.61522528,-4.61522528,-4.98055556,24.28920251,23.55555387,23.55596119,24.28879518,23.92237819,DES0135-0458
-24.6202584,-24.6202584,-23.88980365,-23.88980365,-24.25555556,24.240338,23.43683151,23.43913275,24.23803676,23.83858475,DES0135-2415
-34.61443282,-34.61443282,-33.88398193,-33.88398193,-34.25,24.26439167,23.37682659,23.38066213,24.26055613,23.82060913,DES0135-3415
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,24.56133725,23.0184945,23.03630655,24.5435252,23.78991587,DES0135-6122
0.36531183,0.36531183,1.09576959,1.09576959,0.73055556,24.59911569,23.86864308,23.8685837,24.59917507,24.23387938,DES0136+0043
-14.62604363,-14.62604363,-13.89558682,-13.89558682,-14.26111111,24.39251637,23.63759464,23.63881581,24.3912952,24.01505551,DES0136-1415
-17.48153635,-17.48153635,-16.75107999,-16.75107999,-17.11666667,24.44116103,23.67533205,23.67683249,24.4396606,24.05824654,DES0136-1707
-23.19251533,-23.19251533,-22.4620602,-22.4620602,-22.82777778,24.60971354,23.81503428,23.81716087,24.60758695,24.21237391,DES0136-2249
-26.76187147,-26.76187147,-26.03141737,-26.03141737,-26.39722222,24.59642829,23.77834032,23.78092052,24.59384809,24.18738431,DES0136-2623
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,311.64840474,310.66926178,310.67473144,311.64293507,311.15883326,DES2044-4123
-64.5961184,-64.5961184,-63.86572433,-63.86572433,-64.23333333,311.98042277,310.27765833,310.29984918,311.95823192,311.12904055,DES2044-6414
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,312.38489486,311.35885111,311.36518188,312.37856408,311.87187298,DES2047-4414
-2.49018568,-2.49018568,-1.75972793,-1.75972793,-2.125,24.66573876,23.93459054,23.93476344,24.66556586,24.30016465,DES0137-0207
-3.20406003,-3.20406003,-2.4736023,-2.4736023,-2.83888889,24.72501169,23.99341027,23.99364146,24.7247805,24.35921098,DES0137-0250
-63.16849041,-63.16849041,-62.43808887,-62.43808887,-62.80555556,313.29910471,311.68074333,311.70057327,313.27927476,312.48992402,DES2049-6248
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,313.28423001,312.17323183,312.18118681,313.27627503,312.72873092,DES2050-4831
-15.33991697,-15.33991697,-14.60946027,-14.60946027,-14.975,24.74862509,23.99118178,23.99247107,24.7473358,24.36990344,DES0137-1458
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,313.85604847,312.81715598,312.82372676,313.84947769,313.33660223,DES2053-4457
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,314.94481956,313.95458687,313.96025817,314.93914826,314.44970322,DES2057-4206
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,315.4029254,314.40119162,314.40707327,315.39704375,314.90205851,DES2059-4249
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,315.37038292,314.31815039,314.32497239,315.36356092,314.84426665,DES2059-4540
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,315.89527288,314.82918564,314.83627082,315.88818771,315.36222926,DES2101-4623
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,316.40614595,315.427003,315.43247266,316.40067629,315.91657447,DES2103-4123
-62.45467101,-62.45467101,-61.72426615,-61.72426615,-62.09166667,324.59661924,323.01704176,323.03582424,324.57783675,323.8068305,DES2135-6205
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,325.92162839,324.94248543,324.94795509,325.91615873,325.43205691,DES2141-4123
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,326.10835573,325.10662195,325.11250361,326.10247408,325.60748884,DES2142-4249
-8.9150537,-8.9150537,-8.18459627,-8.18459627,-8.55,25.10029746,24.36090713,24.36161506,25.09958954,24.7306023,DES0138-0833
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,326.33641436,325.31037061,325.31670139,326.33008359,325.82339249,DES2143-4414
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,327.6940554,326.68039104,326.68649232,327.68795412,327.18722322,DES2148-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,327.63015727,326.57792475,326.58474674,327.62333528,327.10404101,DES2148-4540
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,328.04979746,326.92261787,326.93089275,328.04152258,327.48620766,DES2149-4914
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,328.48553539,327.010603,327.02667646,328.46946193,327.74806919,DES2150-5957
-64.5961184,-64.5961184,-63.86572433,-63.86572433,-64.23333333,328.40271393,326.69994948,326.72214033,328.38052308,327.55133171,DES2150-6414
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,328.32948858,327.30344483,327.3097756,328.3231578,327.8164667,DES2151-4414
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,328.37572237,327.2647242,327.27267917,328.3677674,327.82022329,DES2151-4831
-30.33122188,-30.33122188,-29.60076905,-29.60076905,-29.96666667,25.0219645,24.17566382,24.17876287,25.01886544,24.59881416,DES0138-2958
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,328.65180514,327.59957261,327.60639461,328.64498314,328.12568887,DES2152-4540
-38.89763041,-38.89763041,-38.16718206,-38.16718206,-38.53333333,24.98302168,24.04445047,24.04919103,24.97828111,24.51373607,DES0138-3832
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,329.13751783,328.1690703,328.17434653,329.1322416,328.65329407,DES2154-4040
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,330.00123949,328.99950571,329.00538736,329.99535784,329.5003726,DES2158-4249
1.07918621,1.07918621,1.80964397,1.80964397,1.44444444,25.33912819,24.60854083,24.60842338,25.33924564,24.97383451,DES0139+0126
-13.19829664,-13.19829664,-12.46783964,-12.46783964,-12.83333333,25.20191148,24.45163542,24.45272335,25.20082355,24.82677345,DES0139-1250
-14.62604363,-14.62604363,-13.89558682,-13.89558682,-14.26111111,25.12910458,24.37418286,24.37540402,25.12788341,24.75164372,DES0139-1415
-21.05089938,-21.05089938,-20.32044373,-20.32044373,-20.68611111,25.27562047,24.49292629,24.49480567,25.27374109,24.88427338,DES0139-2041
-36.04216701,-36.04216701,-35.31171689,-35.31171689,-35.67777778,25.30646795,24.40308597,24.40720167,25.30235225,24.85477696,DES0139-3540
-36.75603351,-36.75603351,-36.02558381,-36.02558381,-36.39166667,25.42407145,24.51235289,24.51661628,25.41980806,24.96821217,DES0139-3623
-7.48730553,-7.48730553,-6.756848,-6.756848,-7.12222222,21.12607083,20.38933136,20.3899177,21.12548449,20.75770109,DES0123-0707
-23.90638696,-23.90638696,-23.17593201,-23.17593201,-23.54166667,21.3027335,20.50372703,20.50593989,21.30052064,20.90323027,DES0123-2332
-26.04800066,-26.04800066,-25.31754633,-25.31754633,-25.68333333,21.55474466,20.74170212,20.74418691,21.55225987,21.14822339,DES0124-2541
-31.75896013,-31.75896013,-31.0285079,-31.0285079,-31.39444444,21.64293558,20.78384408,20.7871731,21.63960656,21.21338983,DES0124-3123
-33.18669715,-33.18669715,-32.45624556,-32.45624556,-32.82222222,21.62481913,20.75199398,20.75556793,21.62124517,21.18840655,DES0124-3249
-13.91217018,-13.91217018,-13.18171328,-13.18171328,-13.54722222,21.85262726,21.10009396,21.10124803,21.85147319,21.47636061,DES0125-1332
3.93468363,3.93468363,4.66514131,4.66514131,4.3,22.03579722,21.30361362,21.30326252,22.03614833,21.66970542,DES0126+0418
-19.62315459,-19.62315459,-18.89269864,-18.89269864,-19.25833333,22.01270175,21.23720384,21.23892712,22.01097847,21.62495279,DES0126-1915
-23.90638696,-23.90638696,-23.17593201,-23.17593201,-23.54166667,22.08143373,21.28242726,21.28464012,22.07922087,21.68193049,DES0126-2332
-38.18376523,-38.18376523,-37.45331641,-37.45331641,-37.81944444,22.10331467,21.17401314,21.17858863,22.09873918,21.6386639,DES0126-3749
-6.05955717,-6.05955717,-5.32909956,-5.32909956,-5.69444444,22.26424105,21.52967902,21.53014563,22.26377444,21.89696003,DES0127-0541
-13.19829664,-13.19829664,-12.46783964,-12.46783964,-12.83333333,22.27319752,21.52292146,21.52400939,22.27210959,21.89805949,DES0127-1250
