TILENAME,RA,DEC,RAC1,RAC2,RAC3,RAC4,DECC1,DECC2,DECC3,DECC4,RACMIN,RACMAX,DECCMIN,DECCMAX,URAL,URAU,UDECL,UDECU,CROSSRAZERO,PIXELSCALE,NAXIS1,NAXIS2,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CD1_1,CD1_2,CD2_1,CD2_2
DES0123-4206,20.84066717,-42.10277778,21.33578351,20.34555082,20.35122212,21.33011221,-42.46694862,-42.46694862,-41.73650297,-41.73650297,20.34555082,21.33578351,-42.46694862,-41.73650297,20.35957323,21.32176111,-42.45972222,-41.74583333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,20.84066717,-42.10277778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0134-4957,23.73967633,-49.95555556,24.31168609,23.16766657,23.17627815,24.30307450,-50.31938872,-50.31938872,-49.58895197,-49.58895197,23.16766657,24.31168609,-50.31938872,-49.58895197,23.18488206,24.29447060,-50.31250000,-49.59861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,23.73967633,-49.95555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0316-5957,49.00860822,-59.95000000,49.74607442,48.27114203,48.28721549,49.73000096,-60.31319429,-60.31319429,-59.58278087,-59.58278087,48.27114203,49.74607442,-60.31319429,-59.58278087,48.29579648,49.72141997,-60.30694444,-59.59305556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,49.00860822,-59.95000000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0451-6122,72.96891894,-61.37777778,73.74034031,72.19749756,72.21530961,73.72252826,-61.74084837,-61.74084837,-61.01044044,-61.01044044,72.19749756,73.74034031,-61.74084837,-61.01044044,72.22378253,73.71405535,-61.73472222,-61.02083333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,72.96891894,-61.37777778,-0.00007306,0.00000000,0.00000000,0.00007306
DES2205+0126,331.41514887,1.44444444,331.78044255,331.04985519,331.04973774,331.78056000,1.07918621,1.07918621,1.80964397,1.80964397,331.04973774,331.78056000,1.07918621,1.80964397,331.05809097,331.77220678,1.08750000,1.80138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,331.41514887,1.44444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES2227-5705,336.76238545,-57.09444444,337.44136203,336.08340887,336.09665521,337.42811569,-57.45785642,-57.45785642,-56.72743410,-56.72743410,336.08340887,337.44136203,-57.45785642,-56.72743410,336.10533880,337.41943211,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,336.76238545,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0419-5705,64.80663706,-57.09444444,65.48561364,64.12766047,64.14090682,65.47236730,-57.45785642,-57.45785642,-56.72743410,-56.72743410,64.12766047,65.48561364,-57.45785642,-56.72743410,64.14959040,65.46368371,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.80663706,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES2334-4914,353.72931150,-49.24166667,354.29290129,353.16572170,353.17399658,354.28462641,-49.60553489,-49.60553489,-48.87509710,-48.87509710,353.16572170,354.29290129,-49.60553489,-48.87509710,353.18258017,354.27604283,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,353.72931150,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES2335-4249,353.83089608,-42.81666667,354.33176297,353.33002919,353.33591085,354.32588132,-43.18081054,-43.18081054,-42.45036552,-42.45036552,353.33002919,354.33176297,-43.18081054,-42.45036552,353.34428561,354.31750655,-43.17361111,-42.45972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,353.83089608,-42.81666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0115-4914,18.87895267,-49.24166667,19.44254246,18.31536287,18.32363775,19.43426759,-49.60553489,-49.60553489,-48.87509710,-48.87509710,18.31536287,19.44254246,-49.60553489,-48.87509710,18.33222134,19.42568400,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,18.87895267,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0254-4414,43.55328688,-44.24444444,44.06630876,43.04026501,43.04659578,44.05997798,-44.60853245,-44.60853245,-43.87808876,-43.87808876,43.04026501,44.06630876,-44.60853245,-43.87808876,43.05501833,44.05155543,-44.60138889,-43.88750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,43.55328688,-44.24444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES2319-5622,349.78325094,-56.38055556,350.44927498,349.11722691,349.12987563,350.43662626,-56.74401669,-56.74401669,-56.01359250,-56.01359250,349.11722691,350.44927498,-56.74401669,-56.01359250,349.13856775,350.42793414,-56.73750000,-56.02361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,349.78325094,-56.38055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES2246-4957,341.57531204,-49.95555556,342.14732180,341.00330228,341.01191386,342.13871021,-50.31938872,-50.31938872,-49.58895197,-49.58895197,341.00330228,342.14732180,-50.31938872,-49.58895197,341.02051777,342.13010630,-50.31250000,-49.59861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,341.57531204,-49.95555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0105-5414,16.38956886,-54.23888889,17.02010220,15.75903553,15.77009886,17.00903887,-54.60248698,-54.60248698,-53.87205783,-53.87205783,15.75903553,17.02010220,-54.60248698,-53.87205783,15.77878833,17.00034940,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,16.38956886,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0320-4457,50.18696574,-44.95833333,50.70641199,49.66751950,49.67409028,50.69984121,-45.32239236,-45.32239236,-44.59194940,-44.59194940,49.66751950,50.70641199,-45.32239236,-44.59194940,49.68253677,50.69139472,-45.31527778,-44.60138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,50.18696574,-44.95833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0517-5705,79.26166344,-57.09444444,79.94064002,78.58268686,78.59593320,79.92739368,-57.45785642,-57.45785642,-56.72743410,-56.72743410,78.58268686,79.94064002,-57.45785642,-56.72743410,78.60461679,79.91871009,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,79.26166344,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES2151+0043,327.83207238,0.73055556,328.19730869,327.46683607,327.46677669,328.19736807,0.36531183,0.36531183,1.09576959,1.09576959,327.46677669,328.19736807,0.36531183,1.09576959,327.47509892,328.18904584,0.37361111,1.08750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,327.83207238,0.73055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0339-6039,54.88336283,-60.66388889,55.63736606,54.12935960,54.14627082,55.62045483,-61.02702272,-61.02702272,-60.29661194,-60.29661194,54.12935960,55.63736606,-61.02702272,-60.29661194,54.15480365,55.61192201,-61.02083333,-60.30694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,54.88336283,-60.66388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0011+0209,2.87067155,2.15833333,3.23607935,2.50526374,2.50508813,3.23625497,1.79306059,1.79306059,2.52351833,2.52351833,2.50508813,3.23625497,1.79306059,2.52351833,2.51347370,3.22786940,1.80138889,2.51527778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,2.87067155,2.15833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0327-5331,51.90020031,-53.52500000,52.51991606,51.28048456,51.29107966,52.50932095,-53.88864058,-53.88864058,-53.15820997,-53.15820997,51.28048456,52.51991606,-53.88864058,-53.15820997,51.29976083,52.50063978,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,51.90020031,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0353-5748,58.37992075,-57.80833333,59.07247327,57.68736823,57.70125197,59.05858953,-58.17169418,-58.17169418,-57.44127386,-57.44127386,57.68736823,59.07247327,-58.17169418,-57.44127386,57.70992112,59.04992038,-58.16527778,-57.45138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,58.37992075,-57.80833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0524-4914,81.20632427,-49.24166667,81.76991406,80.64273447,80.65100935,81.76163919,-49.60553489,-49.60553489,-48.87509710,-48.87509710,80.64273447,81.76991406,-49.60553489,-48.87509710,80.65959294,81.75305560,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,81.20632427,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0017-0124,4.26318169,-1.41111111,4.62858617,3.89777722,3.89789195,4.62847143,-1.77631131,-1.77631131,-1.04585356,-1.04585356,3.89777722,4.62858617,-1.77631131,-1.04585356,3.90612897,4.62023442,-1.76805556,-1.05416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,4.26318169,-1.41111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0428-6122,67.00782766,-61.37777778,67.77924903,66.23640628,66.25421833,67.76143698,-61.74084837,-61.74084837,-61.01044044,-61.01044044,66.23640628,67.77924903,-61.74084837,-61.01044044,66.26269125,67.75296407,-61.73472222,-61.02083333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,67.00782766,-61.37777778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0338-5040,54.67045534,-50.66944444,55.25123198,54.08967869,54.09864504,55.24226564,-51.03324149,-51.03324149,-50.30280583,-50.30280583,54.08967869,55.25123198,-51.03324149,-50.30280583,54.10726802,55.23364266,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,54.67045534,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0529-4414,82.41823408,-44.24444444,82.93125595,81.90521220,81.91154298,82.92492518,-44.60853245,-44.60853245,-43.87808876,-43.87808876,81.90521220,82.93125595,-44.60853245,-43.87808876,81.91996552,82.91650263,-44.60138889,-43.88750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,82.41823408,-44.24444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0205-4206,31.42473388,-42.10277778,31.91985023,30.92961754,30.93528884,31.91417893,-42.46694862,-42.46694862,-41.73650297,-41.73650297,30.92961754,31.91985023,-42.46694862,-41.73650297,30.94363994,31.90582783,-42.45972222,-41.74583333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,31.42473388,-42.10277778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0007-5123,1.93311208,-51.38333333,2.52302151,1.34320265,1.35254316,2.51368099,-51.74709313,-51.74709313,-51.01665863,-51.01665863,1.34320265,2.52302151,-51.74709313,-51.01665863,1.36118371,2.50504045,-51.74027778,-51.02638889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,1.93311208,-51.38333333,-0.00007306,0.00000000,0.00000000,0.00007306
DES2112-5540,318.03535460,-55.66666667,318.68901057,317.38169863,317.39378624,318.67692296,-56.03017514,-56.03017514,-55.29974919,-55.29974919,317.38169863,318.68901057,-56.03017514,-55.29974919,317.40248174,318.66822746,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,318.03535460,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0025-4123,6.34863138,-41.38888889,6.83820286,5.85905991,5.86452957,6.83273320,-41.75308608,-41.75308608,-41.02263985,-41.02263985,5.85905991,6.83820286,-41.75308608,-41.02263985,5.87285726,6.82440551,-41.74583333,-41.03194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,6.34863138,-41.38888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0251-4914,42.93513118,-49.24166667,43.49872097,42.37154139,42.37981626,43.49044610,-49.60553489,-49.60553489,-48.87509710,-48.87509710,42.37154139,43.49872097,-49.60553489,-48.87509710,42.38839985,43.48186251,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,42.93513118,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0407-4623,61.95991168,-46.38611111,62.49295530,61.42686806,61.43395323,62.48587012,-46.75010994,-46.75010994,-46.01966852,-46.01966852,61.42686806,62.49295530,-46.75010994,-46.01966852,61.44244720,62.47737615,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,61.95991168,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0133-4331,23.31310480,-43.53055556,23.81993698,22.80627262,22.81237390,23.81383570,-43.89467183,-43.89467183,-43.16422746,-43.16422746,22.80627262,23.81993698,-43.89467183,-43.16422746,22.82077250,23.80543709,-43.88750000,-43.17361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,23.31310480,-43.53055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES2315-5914,348.97068968,-59.23611111,349.69243826,348.24894110,348.26423406,349.67714529,-59.59936327,-59.59936327,-58.86894739,-58.86894739,348.24894110,349.69243826,-59.59936327,-58.86894739,348.27285298,349.66852637,-59.59305556,-58.87916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,348.97068968,-59.23611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0232-4957,38.16432727,-49.95555556,38.73633703,37.59231751,37.60092909,38.72772545,-50.31938872,-50.31938872,-49.58895197,-49.58895197,37.59231751,38.73633703,-50.31938872,-49.58895197,37.60953300,38.71912154,-50.31250000,-49.59861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,38.16432727,-49.95555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0309-4914,47.30898182,-49.24166667,47.87257161,46.74539203,46.75366690,47.86429674,-49.60553489,-49.60553489,-48.87509710,-48.87509710,46.74539203,47.87257161,-49.60553489,-48.87509710,46.76225049,47.85571315,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,47.30898182,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0309-5205,47.47635694,-52.09722222,48.07578550,46.87692838,46.88666396,48.06604991,-52.46094357,-52.46094357,-51.73051029,-51.73051029,46.87692838,48.07578550,-52.46094357,-51.73051029,46.89532028,48.05739359,-52.45416667,-51.74027778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,47.47635694,-52.09722222,-0.00007306,0.00000000,0.00000000,0.00007306
DES0519-5748,79.81990890,-57.80833333,80.51246142,79.12735638,79.14124012,80.49857768,-58.17169418,-58.17169418,-57.44127386,-57.44127386,79.12735638,80.51246142,-58.17169418,-57.44127386,79.14990927,80.48990853,-58.16527778,-57.45138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,79.81990890,-57.80833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0533-6122,83.40082868,-61.37777778,84.17225005,82.62940731,82.64721935,84.15443801,-61.74084837,-61.74084837,-61.01044044,-61.01044044,82.62940731,84.17225005,-61.74084837,-61.01044044,82.65569227,84.14596509,-61.73472222,-61.02083333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,83.40082868,-61.37777778,-0.00007306,0.00000000,0.00000000,0.00007306
DES2331-5248,352.95034294,-52.81111111,353.55969900,352.34098687,352.35114005,353.54954582,-53.17479275,-53.17479275,-52.44436076,-52.44436076,352.34098687,353.55969900,-53.17479275,-52.44436076,352.35981004,353.54087584,-53.16805556,-52.45416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,352.95034294,-52.81111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0014-4331,3.61981302,-43.53055556,4.12664520,3.11298083,3.11908211,4.12054392,-43.89467183,-43.89467183,-43.16422746,-43.16422746,3.11298083,4.12664520,-43.89467183,-43.16422746,3.12748072,4.11214531,-43.88750000,-43.17361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,3.61981302,-43.53055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0242-4914,40.74820586,-49.24166667,41.31179566,40.18461607,40.19289094,41.30352078,-49.60553489,-49.60553489,-48.87509710,-48.87509710,40.18461607,41.31179566,-49.60553489,-48.87509710,40.20147453,41.29493719,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,40.74820586,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0105-4623,16.42303764,-46.38611111,16.95608126,15.88999401,15.89707919,16.94899608,-46.75010994,-46.75010994,-46.01966852,-46.01966852,15.88999401,16.95608126,-46.75010994,-46.01966852,15.90557316,16.94050211,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,16.42303764,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0432-6248,68.08385641,-62.80555556,68.89303710,67.27467572,67.29450566,68.87320715,-63.16849041,-63.16849041,-62.43808887,-62.43808887,67.27467572,68.89303710,-63.16849041,-62.43808887,67.30281632,68.86489649,-63.16250000,-62.44861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.08385641,-62.80555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES2122-5540,320.56684605,-55.66666667,321.22050202,319.91319008,319.92527768,321.20841441,-56.03017514,-56.03017514,-55.29974919,-55.29974919,319.91319008,321.22050202,-56.03017514,-55.29974919,319.93397319,321.19971891,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,320.56684605,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0322-4414,50.52904663,-44.24444444,51.04206851,50.01602476,50.02235553,51.03573773,-44.60853245,-44.60853245,-43.87808876,-43.87808876,50.01602476,51.04206851,-44.60853245,-43.87808876,50.03077808,51.02731519,-44.60138889,-43.88750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,50.52904663,-44.24444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0607-4623,91.97285139,-46.38611111,92.50589501,91.43980776,91.44689294,92.49880983,-46.75010994,-46.75010994,-46.01966852,-46.01966852,91.43980776,92.50589501,-46.75010994,-46.01966852,91.45538691,92.49031586,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,91.97285139,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0523-5123,80.85922699,-51.38333333,81.44913642,80.26931756,80.27865808,81.43979590,-51.74709313,-51.74709313,-51.01665863,-51.01665863,80.26931756,81.44913642,-51.74709313,-51.01665863,80.28729862,81.43115536,-51.74027778,-51.02638889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,80.85922699,-51.38333333,-0.00007306,0.00000000,0.00000000,0.00007306
