TILENAME,RA,DEC,RAC1,RAC2,RAC3,RAC4,DECC1,DECC2,DECC3,DECC4,RACMIN,RACMAX,DECCMIN,DECCMAX,URAL,URAU,UDECL,UDECU,CROSSRAZERO,PIXELSCALE,NAXIS1,NAXIS2,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CD1_1,CD1_2,CD2_1,CD2_2
DES0035-4457,8.82378966,-44.95833333,9.34323591,8.30434341,8.31091419,9.33666512,-45.32239236,-45.32239236,-44.59194940,-44.59194940,8.30434341,9.34323591,-45.32239236,-44.59194940,8.31936068,9.32821864,-45.31527778,-44.60138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,8.82378966,-44.95833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0506-6205,76.67262602,-62.09166667,77.46241476,75.88283728,75.90161977,77.44363228,-62.45467101,-62.45467101,-61.72426615,-61.72426615,75.88283728,77.46241476,-62.45467101,-61.72426615,75.91001930,77.43523275,-62.44861111,-61.73472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,76.67262602,-62.09166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0513-5540,78.28119833,-55.66666667,78.93485430,77.62754236,77.63962997,78.92276670,-56.03017514,-56.03017514,-55.29974919,-55.29974919,77.62754236,78.93485430,-56.03017514,-55.29974919,77.64832547,78.91407120,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,78.28119833,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0513-5331,78.31953721,-53.52500000,78.93925296,77.69982146,77.71041657,78.92865785,-53.88864058,-53.88864058,-53.15820997,-53.15820997,77.69982146,78.93925296,-53.88864058,-53.15820997,77.71909773,78.91997668,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,78.31953721,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0514-5414,78.68918347,-54.23888889,79.31971680,78.05865013,78.06971346,79.30865347,-54.60248698,-54.60248698,-53.87205783,-53.87205783,78.05865013,79.31971680,-54.60248698,-53.87205783,78.07840293,79.29996400,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,78.68918347,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0513-5040,78.32432277,-50.66944444,78.90509942,77.74354613,77.75251247,78.89613307,-51.03324149,-51.03324149,-50.30280583,-50.30280583,77.74354613,78.90509942,-51.03324149,-50.30280583,77.76113545,78.88751009,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,78.32432277,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0219-0541,34.81068675,-5.69444444,35.17796777,34.44340573,34.44387235,35.17750115,-6.05955717,-6.05955717,-5.32909956,-5.32909956,34.44340573,35.17796777,-6.05955717,-5.32909956,34.45197212,35.16940138,-6.05138889,-5.33750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,34.81068675,-5.69444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0230-0458,37.53767546,-4.98055556,37.90449978,37.17085114,37.17125847,37.90409245,-5.34568293,-5.34568293,-4.61522528,-4.61522528,37.17085114,37.90449978,-5.34568293,-4.61522528,37.17937816,37.89597276,-5.33750000,-4.62361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,37.53767546,-4.98055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0229-0333,37.31006277,-3.55277778,37.67614723,36.94397832,36.94426798,37.67585757,-3.91793436,-3.91793436,-3.18747665,-3.18747665,36.94397832,37.67614723,-3.91793436,-3.18747665,36.95243101,37.66769454,-3.90972222,-3.19583333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,37.31006277,-3.55277778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0231-0624,37.84255763,-6.40833333,38.21035365,37.47476160,37.47528788,38.20982737,-6.77343137,-6.77343137,-6.04297380,-6.04297380,37.47476160,38.21035365,-6.77343137,-6.04297380,37.48336886,38.20174639,-6.76527778,-6.05138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,37.84255763,-6.40833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0229-0416,37.41426064,-4.26666667,37.78068621,37.04783507,37.04818343,37.78033786,-4.63180866,-4.63180866,-3.90135098,-3.90135098,37.04783507,37.78068621,-4.63180866,-3.90135098,37.05632421,37.77219708,-4.62361111,-3.90972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,37.41426064,-4.26666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0419-5205,64.90745653,-52.09722222,65.50688509,64.30802798,64.31776356,65.49714951,-52.46094357,-52.46094357,-51.73051029,-51.73051029,64.30802798,65.50688509,-52.46094357,-51.73051029,64.32641988,65.48849319,-52.45416667,-51.74027778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.90745653,-52.09722222,-0.00007306,0.00000000,0.00000000,0.00007306
DES0419-5040,64.80782710,-50.66944444,65.38860374,64.22705045,64.23601680,65.37963739,-51.03324149,-51.03324149,-50.30280583,-50.30280583,64.22705045,65.38860374,-51.03324149,-50.30280583,64.24463978,65.37101442,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.80782710,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0419-4748,64.89156926,-47.81388889,65.43929046,64.34384805,64.35149879,65.43163972,-48.17782423,-48.17782423,-47.44738453,-47.44738453,64.34384805,65.43929046,-48.17782423,-47.44738453,64.36003887,65.42309964,-48.17083333,-47.45694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.89156926,-47.81388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0419-4831,64.83695994,-48.52777778,65.39245902,64.28146085,64.28941582,65.38450405,-48.89168004,-48.89168004,-48.16124127,-48.16124127,64.28146085,65.39245902,-48.89168004,-48.16124127,64.29797807,65.37594181,-48.88472222,-48.17083333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.83695994,-48.52777778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0415-5248,63.81429106,-52.81111111,64.42364713,63.20493499,63.21508818,64.41349394,-53.17479275,-53.17479275,-52.44436076,-52.44436076,63.20493499,64.42364713,-53.17479275,-52.44436076,63.22375816,64.40482396,-53.16805556,-52.45416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,63.81429106,-52.81111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0417-5540,64.35799538,-55.66666667,65.01165135,63.70433941,63.71642701,64.99956374,-56.03017514,-56.03017514,-55.29974919,-55.29974919,63.70433941,65.01165135,-56.03017514,-55.29974919,63.72512251,64.99086824,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,64.35799538,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0458-4914,74.64554831,-49.24166667,75.20913810,74.08195852,74.09023339,75.20086323,-49.60553489,-49.60553489,-48.87509710,-48.87509710,74.08195852,75.20913810,-49.60553489,-48.87509710,74.09881698,75.19227964,-49.59861111,-48.88472222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,74.64554831,-49.24166667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0455-5040,73.81882421,-50.66944444,74.39960086,73.23804757,73.24701391,74.39063451,-51.03324149,-51.03324149,-50.30280583,-50.30280583,73.23804757,74.39960086,-51.03324149,-50.30280583,73.25563689,74.38201153,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,73.81882421,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0455-5123,73.99608656,-51.38333333,74.58599599,73.40617713,73.41551765,74.57665548,-51.74709313,-51.74709313,-51.01665863,-51.01665863,73.40617713,74.58599599,-51.74709313,-51.01665863,73.42415819,74.56801493,-51.74027778,-51.02638889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,73.99608656,-51.38333333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0455-5414,73.80293918,-54.23888889,74.43347252,73.17240585,73.18346918,74.42240919,-54.60248698,-54.60248698,-53.87205783,-53.87205783,73.17240585,74.43347252,-54.60248698,-53.87205783,73.19215865,74.41371972,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,73.80293918,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES2347-5414,356.84459173,-54.23888889,357.47512507,356.21405840,356.22512173,357.46406174,-54.60248698,-54.60248698,-53.87205783,-53.87205783,356.21405840,357.47512507,-54.60248698,-53.87205783,356.23381120,357.45537227,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,356.84459173,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES2349-5540,357.27347203,-55.66666667,357.92712800,356.61981606,356.63190367,357.91504039,-56.03017514,-56.03017514,-55.29974919,-55.29974919,356.61981606,357.92712800,-56.03017514,-55.29974919,356.64059917,357.90634489,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,357.27347203,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES2345-5705,356.47378507,-57.09444444,357.15276165,355.79480848,355.80805483,357.13951531,-57.45785642,-57.45785642,-56.72743410,-56.72743410,355.79480848,357.15276165,-57.45785642,-56.72743410,355.81673841,357.13083172,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,356.47378507,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0543-5705,85.83212998,-57.09444444,86.51110656,85.15315339,85.16639974,86.49786022,-57.45785642,-57.45785642,-56.72743410,-56.72743410,85.15315339,86.51110656,-57.45785642,-56.72743410,85.17508332,86.48917663,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,85.83212998,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0037-4249,9.40243111,-42.81666667,9.90329800,8.90156422,8.90744587,9.89741635,-43.18081054,-43.18081054,-42.45036552,-42.45036552,8.90156422,9.90329800,-43.18081054,-42.45036552,8.91582064,9.88904158,-43.17361111,-42.45972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,9.40243111,-42.81666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0523-5540,80.81268978,-55.66666667,81.46634575,80.15903381,80.17112142,81.45425814,-56.03017514,-56.03017514,-55.29974919,-55.29974919,80.15903381,81.46634575,-56.03017514,-55.29974919,80.17981692,81.44556264,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,80.81268978,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0535-5748,83.83990668,-57.80833333,84.53245919,83.14735416,83.16123790,84.51857545,-58.17169418,-58.17169418,-57.44127386,-57.44127386,83.14735416,84.53245919,-58.17169418,-57.44127386,83.16990705,84.50990631,-58.16527778,-57.45138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,83.83990668,-57.80833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0447-5957,71.81858409,-59.95000000,72.55605029,71.08111789,71.09719135,72.53997683,-60.31319429,-60.31319429,-59.58278087,-59.58278087,71.08111789,72.55605029,-60.31319429,-59.58278087,71.10577235,72.53139584,-60.30694444,-59.59305556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,71.81858409,-59.95000000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0504-5622,76.17079945,-56.38055556,76.83682349,75.50477541,75.51742414,76.82417476,-56.74401669,-56.74401669,-56.01359250,-56.01359250,75.50477541,76.83682349,-56.74401669,-56.01359250,75.52611625,76.81548265,-56.73750000,-56.02361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,76.17079945,-56.38055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0442-5540,70.68672399,-55.66666667,71.34037996,70.03306802,70.04515563,71.32829236,-56.03017514,-56.03017514,-55.29974919,-55.29974919,70.03306802,71.34037996,-56.03017514,-55.29974919,70.05385113,71.31959685,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,70.68672399,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0447-5540,71.95246972,-55.66666667,72.60612569,71.29881375,71.31090135,72.59403808,-56.03017514,-56.03017514,-55.29974919,-55.29974919,71.29881375,72.60612569,-56.03017514,-55.29974919,71.31959685,72.58534258,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,71.95246972,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0505-4457,76.41727253,-44.95833333,76.93671878,75.89782628,75.90439707,76.93014800,-45.32239236,-45.32239236,-44.59194940,-44.59194940,75.89782628,76.93671878,-45.32239236,-44.59194940,75.91284355,76.92170151,-45.31527778,-44.60138889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,76.41727253,-44.95833333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0500-6331,75.10279809,-63.51944444,75.93247894,74.27311725,74.29408011,75.91151607,-63.88230631,-63.88230631,-63.15190835,-63.15190835,74.27311725,75.93247894,-63.88230631,-63.15190835,74.30228410,75.90331208,-63.87638889,-63.16250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,75.10279809,-63.51944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0520-5622,80.03889864,-56.38055556,80.70492267,79.37287460,79.38552332,80.69227395,-56.74401669,-56.74401669,-56.01359250,-56.01359250,79.37287460,80.70492267,-56.74401669,-56.01359250,79.39421544,80.68358183,-56.73750000,-56.02361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,80.03889864,-56.38055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0506-6331,76.70382607,-63.51944444,77.53350692,75.87414523,75.89510809,77.51254406,-63.88230631,-63.88230631,-63.15190835,-63.15190835,75.87414523,77.53350692,-63.88230631,-63.15190835,75.90331208,77.50434007,-63.87638889,-63.16250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,76.70382607,-63.51944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0430-5414,67.69513383,-54.23888889,68.32566717,67.06460049,67.07566383,68.31460384,-54.60248698,-54.60248698,-53.87205783,-53.87205783,67.06460049,68.32566717,-54.60248698,-53.87205783,67.08435330,68.30591437,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,67.69513383,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0433-5123,68.27680287,-51.38333333,68.86671230,67.68689344,67.69623396,68.85737179,-51.74709313,-51.74709313,-51.01665863,-51.01665863,67.68689344,68.86671230,-51.74709313,-51.01665863,67.70487450,68.84873124,-51.74027778,-51.02638889,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.27680287,-51.38333333,-0.00007306,0.00000000,0.00000000,0.00007306
DES0015-5040,3.98359655,-50.66944444,4.56437319,3.40281990,3.41178625,4.55540684,-51.03324149,-51.03324149,-50.30280583,-50.30280583,3.40281990,4.56437319,-51.03324149,-50.30280583,3.42040923,4.54678387,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,3.98359655,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0441-5957,70.39296060,-59.95000000,71.13042680,69.65549440,69.67156786,71.11435334,-60.31319429,-60.31319429,-59.58278087,-59.58278087,69.65549440,71.13042680,-60.31319429,-59.58278087,69.68014885,71.10577235,-60.30694444,-59.59305556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,70.39296060,-59.95000000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0449-4623,72.30920123,-46.38611111,72.84224485,71.77615761,71.78324278,72.83515968,-46.75010994,-46.75010994,-46.01966852,-46.01966852,71.77615761,72.84224485,-46.75010994,-46.01966852,71.79173675,72.82666571,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,72.30920123,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0441-5040,70.43970029,-50.66944444,71.02047694,69.85892365,69.86788999,71.01151059,-51.03324149,-51.03324149,-50.30280583,-50.30280583,69.85892365,71.02047694,-51.03324149,-50.30280583,69.87651297,71.00288761,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,70.43970029,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0502-4748,75.52217700,-47.81388889,76.06989821,74.97445580,74.98210654,76.06224747,-48.17782423,-48.17782423,-47.44738453,-47.44738453,74.97445580,76.06989821,-48.17782423,-47.44738453,74.99064662,76.05370739,-48.17083333,-47.45694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,75.52217700,-47.81388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0432-4623,68.16948541,-46.38611111,68.70252903,67.63644179,67.64352696,68.69544386,-46.75010994,-46.75010994,-46.01966852,-46.01966852,67.63644179,68.70252903,-46.75010994,-46.01966852,67.65202093,68.68694989,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.16948541,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0503-6122,75.94946458,-61.37777778,76.72088595,75.17804321,75.19585525,76.70307391,-61.74084837,-61.74084837,-61.01044044,-61.01044044,75.17804321,76.72088595,-61.74084837,-61.01044044,75.20432817,76.69460099,-61.73472222,-61.02083333,N,0.26300001,10000,10000,5000.50000000,5000.50000000,75.94946458,-61.37777778,-0.00007306,0.00000000,0.00000000,0.00007306
DES0432-4748,68.08075158,-47.81388889,68.62847278,67.53303038,67.54068112,68.62082204,-48.17782423,-48.17782423,-47.44738453,-47.44738453,67.53303038,68.62847278,-48.17782423,-47.44738453,67.54922119,68.61228197,-48.17083333,-47.45694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.08075158,-47.81388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0014-5248,3.57993516,-52.81111111,4.18929122,2.97057909,2.98073227,4.17913804,-53.17479275,-53.17479275,-52.44436076,-52.44436076,2.97057909,4.18929122,-53.17479275,-52.44436076,2.98940225,4.17046806,-53.16805556,-52.45416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,3.57993516,-52.81111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0509-6248,77.45633741,-62.80555556,78.26551810,76.64715672,76.66698666,78.24568816,-63.16849041,-63.16849041,-62.43808887,-62.43808887,76.64715672,78.26551810,-63.16849041,-62.43808887,76.67529733,78.23737749,-63.16250000,-62.44861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,77.45633741,-62.80555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0411-4706,62.87020337,-47.10000000,63.41044419,62.32996256,62.33732369,63.40308306,-47.46396751,-47.46396751,-46.73352694,-46.73352694,62.32996256,63.41044419,-47.46396751,-46.73352694,62.34584095,63.39456580,-47.45694444,-46.74305556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,62.87020337,-47.10000000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0445-5414,71.35981704,-54.23888889,71.99035038,70.72928371,70.74034704,71.97928705,-54.60248698,-54.60248698,-53.87205783,-53.87205783,70.72928371,71.99035038,-54.60248698,-53.87205783,70.74903651,71.97059758,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,71.35981704,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0337-2623,54.47293616,-26.39722222,54.88198014,54.06389217,54.06647237,54.87939994,-26.76187147,-26.76187147,-26.03141737,-26.03141737,54.06389217,54.88198014,-26.76187147,-26.03141737,54.07444205,54.87143026,-26.75416667,-26.04027778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,54.47293616,-26.39722222,-0.00007306,0.00000000,0.00000000,0.00007306
DES0440-4623,70.23934332,-46.38611111,70.77238694,69.70629970,69.71338487,70.76530177,-46.75010994,-46.75010994,-46.01966852,-46.01966852,69.70629970,70.77238694,-46.75010994,-46.01966852,69.72187884,70.75680780,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,70.23934332,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0440-5705,70.06301029,-57.09444444,70.74198687,69.38403370,69.39728005,70.72874053,-57.45785642,-57.45785642,-56.72743410,-56.72743410,69.38403370,70.74198687,-57.45785642,-56.72743410,69.40596363,70.72005694,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,70.06301029,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0445-4748,71.26993390,-47.81388889,71.81765511,70.72221270,70.72986344,71.81000437,-48.17782423,-48.17782423,-47.44738453,-47.44738453,70.72221270,71.81765511,-48.17782423,-47.44738453,70.73840352,71.80146429,-48.17083333,-47.45694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,71.26993390,-47.81388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES2258-5331,344.65097910,-53.52500000,345.27069486,344.03126335,344.04185846,345.26009975,-53.88864058,-53.88864058,-53.15820997,-53.15820997,344.03126335,345.27069486,-53.88864058,-53.15820997,344.05053963,345.25141858,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,344.65097910,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0444-5331,71.11426351,-53.52500000,71.73397926,70.49454776,70.50514287,71.72338415,-53.88864058,-53.88864058,-53.15820997,-53.15820997,70.49454776,71.73397926,-53.88864058,-53.15820997,70.51382403,71.71470298,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,71.11426351,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0522-5331,80.72129511,-53.52500000,81.34101086,80.10157936,80.11217447,81.33041575,-53.88864058,-53.88864058,-53.15820997,-53.15820997,80.10157936,81.34101086,-53.88864058,-53.15820997,80.12085563,81.32173458,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,80.72129511,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0449-4540,72.33377089,-45.67222222,72.85988716,71.80765463,71.81447663,72.85306516,-46.03625154,-46.03625154,-45.30580933,-45.30580933,71.80765463,72.85988716,-46.03625154,-45.30580933,71.82294696,72.84459482,-46.02916667,-45.31527778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,72.33377089,-45.67222222,-0.00007306,0.00000000,0.00000000,0.00007306
DES0432-4540,68.24717944,-45.67222222,68.77329571,67.72106318,67.72788517,68.76647371,-46.03625154,-46.03625154,-45.30580933,-45.30580933,67.72106318,68.77329571,-46.03625154,-45.30580933,67.73635551,68.75800337,-46.02916667,-45.31527778,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.24717944,-45.67222222,-0.00007306,0.00000000,0.00000000,0.00007306
DES0605-6039,91.31132190,-60.66388889,92.06532513,90.55731867,90.57422989,92.04841390,-61.02702272,-61.02702272,-60.29661194,-60.29661194,90.55731867,92.06532513,-61.02702272,-60.29661194,90.58276271,92.03988108,-61.02083333,-60.30694444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,91.31132190,-60.66388889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0606-6539,91.68250258,-65.66111111,92.58131881,90.78368636,90.80866405,92.55634112,-66.02372978,-66.02372978,-65.29334456,-65.29334456,90.78368636,92.58131881,-66.02372978,-65.29334456,90.81641189,92.54859328,-66.01805556,-65.30416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,91.68250258,-65.66111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES2314-5705,348.58922522,-57.09444444,349.26820180,347.91024864,347.92349498,349.25495546,-57.45785642,-57.45785642,-56.72743410,-56.72743410,347.91024864,349.26820180,-57.45785642,-56.72743410,347.93217857,349.24627187,-57.45138889,-56.73750000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,348.58922522,-57.09444444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0010-5622,2.67691490,-56.38055556,3.34293894,2.01089086,2.02353959,3.33029021,-56.74401669,-56.74401669,-56.01359250,-56.01359250,2.01089086,3.34293894,-56.74401669,-56.01359250,2.03223170,3.32159810,-56.73750000,-56.02361111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,2.67691490,-56.38055556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0009-5540,2.33645492,-55.66666667,2.99011089,1.68279895,1.69488656,2.97802329,-56.03017514,-56.03017514,-55.29974919,-55.29974919,1.68279895,2.99011089,-56.03017514,-55.29974919,1.70358206,2.96932778,-56.02361111,-55.30972222,N,0.26300001,10000,10000,5000.50000000,5000.50000000,2.33645492,-55.66666667,-0.00007306,0.00000000,0.00000000,0.00007306
DES0011-5414,2.95239709,-54.23888889,3.58293042,2.32186375,2.33292708,3.57186709,-54.60248698,-54.60248698,-53.87205783,-53.87205783,2.32186375,3.58293042,-54.60248698,-53.87205783,2.34161655,3.56317762,-54.59583333,-53.88194444,N,0.26300001,10000,10000,5000.50000000,5000.50000000,2.95239709,-54.23888889,-0.00007306,0.00000000,0.00000000,0.00007306
DES0010-5331,2.66416336,-53.52500000,3.28387911,2.04444760,2.05504271,3.27328400,-53.88864058,-53.88864058,-53.15820997,-53.15820997,2.04444760,3.28387911,-53.88864058,-53.15820997,2.06372388,3.26460283,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,2.66416336,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0423-4957,65.90404062,-49.95555556,66.47605038,65.33203086,65.34064244,66.46743880,-50.31938872,-50.31938872,-49.58895197,-49.58895197,65.33203086,66.47605038,-50.31938872,-49.58895197,65.34924635,66.45883489,-50.31250000,-49.59861111,N,0.26300001,10000,10000,5000.50000000,5000.50000000,65.90404062,-49.95555556,-0.00007306,0.00000000,0.00000000,0.00007306
DES0424-4623,66.09962750,-46.38611111,66.63267112,65.56658388,65.57366905,66.62558595,-46.75010994,-46.75010994,-46.01966852,-46.01966852,65.56658388,66.63267112,-46.75010994,-46.01966852,65.58216302,66.61709198,-46.74305556,-46.02916667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,66.09962750,-46.38611111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0434-5331,68.71250561,-53.52500000,69.33222136,68.09278986,68.10338497,69.32162625,-53.88864058,-53.88864058,-53.15820997,-53.15820997,68.09278986,69.33222136,-53.88864058,-53.15820997,68.11206613,69.31294508,-53.88194444,-53.16805556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.71250561,-53.52500000,-0.00007306,0.00000000,0.00000000,0.00007306
DES0432-5040,68.18695101,-50.66944444,68.76772766,67.60617437,67.61514072,68.75876131,-51.03324149,-51.03324149,-50.30280583,-50.30280583,67.60617437,68.76772766,-51.03324149,-50.30280583,67.62376369,68.75013833,-51.02638889,-50.31250000,N,0.26300001,10000,10000,5000.50000000,5000.50000000,68.18695101,-50.66944444,-0.00007306,0.00000000,0.00000000,0.00007306
DES0511-5248,77.98708069,-52.81111111,78.59643675,77.37772462,77.38787780,78.58628357,-53.17479275,-53.17479275,-52.44436076,-52.44436076,77.37772462,78.59643675,-53.17479275,-52.44436076,77.39654778,78.57761359,-53.16805556,-52.45416667,N,0.26300001,10000,10000,5000.50000000,5000.50000000,77.98708069,-52.81111111,-0.00007306,0.00000000,0.00000000,0.00007306
DES0515-5957,78.94670155,-59.95000000,79.68416775,78.20923535,78.22530881,79.66809429,-60.31319429,-60.31319429,-59.58278087,-59.58278087,78.20923535,79.68416775,-60.31319429,-59.58278087,78.23388980,79.65951330,-60.30694444,-59.59305556,N,0.26300001,10000,10000,5000.50000000,5000.50000000,78.94670155,-59.95000000,-0.00007306,0.00000000,0.00000000,0.00007306
